origin.name,origin.code,gender.name,gender.code,dest.name,dest.code,1960,1970,1980,1990,2000,origin.lat,origin.lon,dest.lat,dest.lon
Cyprus,CYP,Male,MAL,Hungary,HUN,4427,3660,3648,3438,3511,35.126413,33.429859,47.162494,19.503304
Cyprus,CYP,Male,MAL,Malawi,MWI,3020,3366,5995,6394,7263,35.126413,33.429859,-13.254308,34.301525
Cyprus,CYP,Male,MAL,Sweden,SWE,3215,3420,6244,5969,3642,35.126413,33.429859,60.128161,18.643501
Cyprus,CYP,Male,MAL,Zimbabwe,ZWE,4462,4773,5276,5743,6288,35.126413,33.429859,-19.015438,29.154857
Czech Republic,CZE,Male,MAL,Australia,AUS,3596,4397,5090,5871,4538,49.817492,15.472962,-25.274398,133.775136
Czech Republic,CZE,Male,MAL,Bosnia and Herzegovina,BIH,3480,3808,5808,4848,4749,49.817492,15.472962,43.915886,17.679076
Czech Republic,CZE,Male,MAL,Bulgaria,BGR,3865,4340,5029,5615,3734,49.817492,15.472962,42.733883,25.48583
Czech Republic,CZE,Male,MAL,Dominican Republic,DOM,3020,3854,4439,5513,6799,49.817492,15.472962,18.735693,-70.162651
Czech Republic,CZE,Male,MAL,Israel,ISR,4474,5280,5828,4349,3568,49.817492,15.472962,31.046051,34.851612
Czech Republic,CZE,Male,MAL,Italy,ITA,3751,3908,4418,3625,6727,49.817492,15.472962,41.87194,12.56738
Czech Republic,CZE,Male,MAL,Qatar,QAT,4538,3827,5185,6969,7082,49.817492,15.472962,25.354826,51.183884
Czech Republic,CZE,Male,MAL,Romania,ROU,4867,4948,4670,4130,3243,49.817492,15.472962,45.943161,24.96676
Czech Republic,CZE,Male,MAL,Sierra Leone,SLE,3519,4998,5995,6761,3868,49.817492,15.472962,8.460555,-11.779889
Czech Republic,CZE,Male,MAL,United States,USA,4788,4893,4616,4278,4325,49.817492,15.472962,37.09024,-95.712891
Czech Republic,CZE,Male,MAL,Zimbabwe,ZWE,3865,4290,4790,5141,5569,49.817492,15.472962,-19.015438,29.154857
Denmark,DNK,Male,MAL,Bermuda,BMU,3020,4998,3856,5513,6799,56.26392,9.501785,32.321384,-64.75737
Denmark,DNK,Male,MAL,Cameroon,CMR,3597,4223,4219,5970,6236,56.26392,9.501785,7.369722,12.354722
Denmark,DNK,Male,MAL,Chad,TCD,3519,3854,4914,5513,6799,56.26392,9.501785,15.454166,18.732207
Denmark,DNK,Male,MAL,Colombia,COL,4876,5194,5196,4903,5041,56.26392,9.501785,4.570868,-74.297333
Denmark,DNK,Male,MAL,Guinea,GIN,3020,4289,5681,3437,3868,56.26392,9.501785,9.945587,-9.696645
Denmark,DNK,Male,MAL,Israel,ISR,3903,4665,5318,4108,7179,56.26392,9.501785,31.046051,34.851612
Denmark,DNK,Male,MAL,Peru,PER,4039,4184,4270,4181,3980,56.26392,9.501785,-9.189967,-75.015152
Denmark,DNK,Male,MAL,South Africa,ZAF,4015,4521,5201,4252,6149,56.26392,9.501785,-30.559482,22.937506
Denmark,DNK,Male,MAL,Tanzania,TZA,3822,3967,4955,5514,4496,56.26392,9.501785,-6.369028,34.888822
Denmark,DNK,Male,MAL,Togo,TGO,3520,4740,5549,6395,7418,56.26392,9.501785,8.619543,0.824782
Djibouti,DJI,Male,MAL,Ethiopia,ETH,4149,4366,4989,5627,6616,11.825138,42.590275,9.145,40.489673
Dominica,DMA,Male,MAL,United Kingdom,GBR,3791,4514,5029,5321,7219,15.414999,-61.370976,55.378051,-3.435973
Ecuador,ECU,Male,MAL,Colombia,COL,3330,3842,4259,4739,6193,-1.831239,-78.183406,4.570868,-74.297333
Ecuador,ECU,Male,MAL,Guatemala,GTM,3480,4086,4988,4709,5854,-1.831239,-78.183406,15.783471,-90.230759
Ecuador,ECU,Male,MAL,Peru,PER,4785,4924,5001,6125,6076,-1.831239,-78.183406,-9.189967,-75.015152
Ecuador,ECU,Male,MAL,Sweden,SWE,3020,5091,3428,3274,5509,-1.831239,-78.183406,60.128161,18.643501
Ecuador,ECU,Male,MAL,Trinidad and Tobago,TTO,4803,4289,5318,4966,3868,-1.831239,-78.183406,10.691803,-61.222503
El Salvador,SLV,Male,MAL,Austria,AUT,3519,3516,3856,4966,5643,13.794185,-88.89653,47.516231,14.550072
El Salvador,SLV,Male,MAL,France,FRA,3432,3707,3150,3093,7111,13.794185,-88.89653,46.227638,2.213749
Equatorial Guinea,GNQ,Male,MAL,Belgium,BEL,3020,4289,5995,4108,4193,1.650801,10.267895,50.503887,4.469936
Equatorial Guinea,GNQ,Male,MAL,Uganda,UGA,3021,3420,3413,3523,5349,1.650801,10.267895,1.373333,32.290275
Equatorial Guinea,GNQ,Male,MAL,Zimbabwe,ZWE,4241,4289,4914,4966,5643,1.650801,10.267895,-19.015438,29.154857
Estonia,EST,Male,MAL,South Africa,ZAF,3170,3808,4643,3093,6391,58.595272,25.013607,-30.559482,22.937506
Ethiopia,ETH,Male,MAL,Burundi,BDI,4241,3854,3856,3790,3511,9.145,40.489673,-3.373056,29.918886
Ethiopia,ETH,Male,MAL,Greece,GRC,3020,3808,6232,7041,4382,9.145,40.489673,39.074208,21.824312
Finland,FIN,Male,MAL,Indonesia,IDN,4803,4289,4914,6394,6799,61.92411,25.748151,-0.789275,113.921327
Finland,FIN,Male,MAL,Mongolia,MNG,3020,3366,4914,5969,6799,61.92411,25.748151,46.862496,103.846656
France,FRA,Male,MAL,Brazil,BRA,3590,3555,4550,4764,5568,46.227638,2.213749,-14.235004,-51.92528
France,FRA,Male,MAL,Colombia,COL,4369,4984,5503,6168,7606,46.227638,2.213749,4.570868,-74.297333
France,FRA,Male,MAL,Luxembourg,LUX,3188,3734,4720,5516,7604,46.227638,2.213749,49.815273,6.129583
France,FRA,Male,MAL,Senegal,SEN,4534,3965,4609,6666,7289,46.227638,2.213749,14.497401,-14.452362
France,FRA,Male,MAL,Slovenia,SVN,3768,4127,6211,5749,5608,46.227638,2.213749,46.151241,14.995463
France,FRA,Male,MAL,United States,USA,3254,4148,5241,5930,7596,46.227638,2.213749,37.09024,-95.712891
France,FRA,Male,MAL,Zimbabwe,ZWE,4971,5282,5847,6395,6990,46.227638,2.213749,-19.015438,29.154857
French Guiana,GUF,Male,MAL,Brazil,BRA,5017,4707,5757,4123,4496,3.933889,-53.125782,-14.235004,-51.92528
French Guiana,GUF,Male,MAL,Sudan,SDN,4241,4289,5681,5922,7379,3.933889,-53.125782,12.862807,30.217636
French Guiana,GUF,Male,MAL,Trinidad and Tobago,TTO,4393,4133,4870,4777,3368,3.933889,-53.125782,10.691803,-61.222503
Gabon,GAB,Male,MAL,Belgium,BEL,3903,5281,5438,5321,5497,-0.803689,11.609444,50.503887,4.469936
Gabon,GAB,Male,MAL,Cameroon,CMR,4467,5186,5248,6105,6336,-0.803689,11.609444,7.369722,12.354722
Gabon,GAB,Male,MAL,Uganda,UGA,3903,4289,4439,4966,6799,-0.803689,11.609444,1.373333,32.290275
Georgia,GEO,Male,MAL,Canada,CAN,3697,3617,3547,3703,4660,42.315407,43.356892,56.130366,-106.346771
Georgia,GEO,Male,MAL,Ethiopia,ETH,3519,3854,4439,4966,5643,42.315407,43.356892,9.145,40.489673
Georgia,GEO,Male,MAL,Indonesia,IDN,4538,3854,4914,6394,6799,42.315407,43.356892,-0.789275,113.921327
Georgia,GEO,Male,MAL,New Zealand,NZL,3020,3366,5318,5513,4193,42.315407,43.356892,-40.900557,174.885971
Georgia,GEO,Male,MAL,Romania,ROU,3903,3854,3856,3437,6799,42.315407,43.356892,45.943161,24.96676
Georgia,GEO,Male,MAL,Zimbabwe,ZWE,4803,5281,5681,6394,6799,42.315407,43.356892,-19.015438,29.154857
